text,etiket
ananı sikeyim,şiddet eğilimli
sülaleni sikeyim,şiddet eğilimli
sinek kere ananı sikeyim senin,şiddet eğilimli
senin ben ananı sikeyim umarım boğazını keserler,şiddet eğilimli
kafanı keseceğim senin,şiddet eğilimli
ananı sikeyim senin orospu evladı,şiddet eğilimli
anasını sikeyim senin adamın,şiddet eğilimli
senin kafanı keserim hıyar,şiddet eğilimli
senin kafanı keserim ara beni,şiddet eğilimli
ntikam bekliyoruz reis kır üstüne parçala oç nun arabasını,şiddet eğilimli
ananıda satalım ıstersen oc,şiddet eğilimli
senin bronun agzina siciyim oc,şiddet eğilimli
sikeyim ben onu oc kopek,şiddet eğilimli
orospu cocugu senin ananı sikeyim hayatımı söndürdün hayatım kaydı kitapsız oç soyun kurusun amk evladı,şiddet eğilimli
amk kevaşe ibnesi sadece bekle oc,şiddet eğilimli
sizi öyle bi sikecezki maymuna döneceksiniz tersine evrim yasicaksin oc,şiddet eğilimli
orospu cocugu allahım karşıma çıkarma bunu öldürebilirim sinirle,şiddet eğilimli
al işte tam anlamyla orospu çocuğu birisi bitmzki anasını siktmin piçleri bana bakın beyler herkez haddni bilsin,şiddet eğilimli
senin cibiliyetini sıçayım aşağılık herif yeter artık geber kurtulalım senden,şiddet eğilimli
şerro geber gi mv erteledi ği çi zlenme düşerse geberti ri seni,şiddet eğilimli
ay hoşt sen geber,şiddet eğilimli
var sana güvenende suç zaten amk şirketi nefret ediyorum senden geber,şiddet eğilimli
sende arabanın altında kalda ezil,şiddet eğilimli
kısa sürede geber,şiddet eğilimli
geber ciddi söylüyorum geber,şiddet eğilimli
kız benden başaklısına sevdalanırsan beyaz gelinliği giydiğin anda geber,şiddet eğilimli
allah belanı versin pislik adi şerefsiz lah senin belanı versin yanarak yok ol acı çekerek geber pis herif,şiddet eğilimli
inşallah ölürsün,şiddet eğilimli
kafana sıkarsam görürsün gününü,şiddet eğilimli
böyle hayinlerin kafasına sıkmak lazım,şiddet eğilimli
senin karılar tecavüzü hakeder herşeyi hakeder,şiddet eğilimli
senin kanını akıtır sana içiririm,şiddet eğilimli
kafanı keser kapının önüne asarım,şiddet eğilimli
fenomenleri idam edelim gençlik türk bilincine mensup olsun,şiddet eğilimli
yarram tabi dolduramaz sikik konuşma yeni geleni destekle takimin amını beynini siktigim,şiddet eğilimli
nşallah seni önce lah çarpar peygamber tokatlar firavun siker göt lalesi burnundaki topu götüne sokayım sikik günler diliyorum,şiddet eğilimli
senin allah belanı versin siktir git kendin iç sigaranı amk karısı gülüyo bi sokuk,şiddet eğilimli
yatacak yeriniz olmasın,şiddet eğilimli
yarrak side yaptı orospu evladi seni borç var basketin yaptıgı max senin kafanı sikim,şiddet eğilimli
senin bana atmayan kalbin dursun,şiddet eğilimli
katılmayan ölsün,şiddet eğilimli
umarım çocuğun ölür,şiddet eğilimli
umarım acı içinde can verirsin,şiddet eğilimli
geberirsin inşallah,şiddet eğilimli
seni yakaladığım yerde kafana sıkıcam,şiddet eğilimli
aileni çocuklarını öldürücem senin,şiddet eğilimli
sana tecavüz edecem bekle sen,şiddet eğilimli
senin aklını sikeyim,şiddet eğilimli
kolunu bacağını kırıp eline vericem senin kaldı kaçarın yok,şiddet eğilimli
ağzını yüzünü sikerim senin,şiddet eğilimli
sokağa çiktiğinda di kkat et seni taki edi yorum bi gece ansizin öldürüem seni,şiddet eğilimli
öldürürüm lan seni,şiddet eğilimli
kaşar kadınlar tecavüzü tacizi hakeder buna davetiye çıkarır,şiddet eğilimli
açık seçik kıyafetler giyen kadın resmen gel bana tecavüz et diyor,şiddet eğilimli
senin doğmamış çocuğunu öldürürüm,şiddet eğilimli
inşallah bebeğin karnında ölür,şiddet eğilimli
evladının acısını gör,şiddet eğilimli
suriyelilerin hepsinin kafasına sıkacaksın,şiddet eğilimli
bunun arabasına bomba koyup patlatmak lazım,şiddet eğilimli
arkandan yürümeyen ayaklar kopsun,şiddet eğilimli
sonun yakında,şiddet eğilimli
senin gibileri idam edilmeli,şiddet eğilimli
bunu asın gitsin,şiddet eğilimli
senin soyunu sopunu sikeyim orospunun evladı bunun gibileri hadım ediceksin,şiddet eğilimli
bak senin peşindeyiz sana söz veriyorum yakalandığında yerlerde sürünerek hesap vereceksin,şiddet eğilimli
senin kardeşim olacağını bilsem anamın kafasına sıkarım,şiddet eğilimli
rabb im söylediklerini sana yaşatmadan canını vereme inşlah,şiddet eğilimli
bunları sallandırmak lazım,şiddet eğilimli
analarını sikeriz dokunanların,şiddet eğilimli
sana gelip belani sikeriz diyo muyuz aq hayirdir sana noluyo batti kardesim,şiddet eğilimli
anasını sikeceksin böylelerinin yağlı kazığa oturtup kafatası delinene kadar yerini parçalayacaksın,şiddet eğilimli
orospu çocuğu bunun gibileri er meydanına çıkarıp domaltıp sikeceksin götünden kazık eksik olmayacak diğer piçlere örnek olsun,şiddet eğilimli
acımak yok kafasına sıkacaksın,şiddet eğilimli
teröre tek çare yakaladığının kafasına sıkacaksın böyle sallandıracaksın,şiddet eğilimli
hainin kafasına sıkacaksın,şiddet eğilimli
şkence ayıp kafasına sıkacaksın,şiddet eğilimli
kafirin kafasına el sıkacaksın bir bak kimse böyle halt yiyor,şiddet eğilimli
acımayın orosbu evladına bunlara acınmaz kafasına sıkacaksın,şiddet eğilimli
herifinde kafasina sıkacaksın,şiddet eğilimli
sıkacaksın kafasına,şiddet eğilimli
allah belasını versin aynı acıyı yaşar inş lah böylelerinin kafasına sıkacaksın insan değil nasılsa,şiddet eğilimli
bunun kafasına sıkacaksın emniyeti,şiddet eğilimli
teslim almayacaksın öldüreceksin,şiddet eğilimli
sizin gibileri dayaktan öldürmek lazım,şiddet eğilimli
oğlanı öldürmek lazım kinlendim,şiddet eğilimli
siksokta mal var hepsini sikerek öldürmek lazım,şiddet eğilimli
yok pısmam sonecek değil öldürmek lazım,şiddet eğilimli
bunu sikip öldürmek lazım şerefsiz,şiddet eğilimli
seni işkence çektire çektire öldürmek lazım,şiddet eğilimli
böylelerini öldürmek lazım,şiddet eğilimli
orospuya bak kalkmış atatürk ışid le benzeştirip diktatör diyor tarihten kitaptan arşivden bihaber kahpelere işkence edeceksin,şiddet eğilimli
umarım kafası kırılmıştır adi herif buna işkence edeceksin hadım edeceksin böylelerini,şiddet eğilimli
duzenlı bı sekılde psıkolojık ıskence edeceksın adıye kendı ıpını kendı asacak,şiddet eğilimli
senin ailenin kafalarınızı tek tek kesip vinçlerde sallandıracağız yatak odalarınıza gireceğiz,şiddet eğilimli
vururum direk,şiddet eğilimli
kurşun yağdırırım sana akıllı ol,şiddet eğilimli
bir gece ense köküne sıkacam kurşunu,şiddet eğilimli
kafanı kesmeme kaldı,şiddet eğilimli
ağzını burnunu kırarım kes sesini,şiddet eğilimli
senin karinin amini parcalayim nikahli karini dolleyim serefiz dm at,şiddet eğilimli
saat sunum yaptım hoca yorum yapın diyor kız beğenmedim diyor senin varya şakak kemiğini söker götüne sokarım amk kezbanı,şiddet eğilimli
okan seni siker bicerim gotveren hain pezevenk,şiddet eğilimli
siktir lan abd uşağı şerefsiz idam edilmen lazım senin,şiddet eğilimli
şimdi olsa bak sermiştim onu seyredin tekme tekmeye getirmiştim cenabet geber orul orul orospi evladı,şiddet eğilimli
gururunla geber gerizeka,şiddet eğilimli
dur senin götünü bile sikecekler kerhane çocuğu seni,şiddet eğilimli
embesil keşke ölse dünya bir oksijen israfından kurtulsa,şiddet eğilimli
bana bak yelloz seni parçalamamak zor tutuyorum kendimi haberin olsun an saçına yapışabilirim,şiddet eğilimli
intikam alinacak cenabet,şiddet eğilimli
ah yağlı surat ah iki yakan bir araya gelmesin tez vakitte geber kahpe evladı,şiddet eğilimli
bensiz mutluysan geber gerizeka,şiddet eğilimli
sabah beri bela okuyorum inşallah boşa gitmez geber aşifte,şiddet eğilimli
orospu çocuğu acılar içinde geber diyebilirim,şiddet eğilimli
senin neyine lan nefes almak gerizeka,şiddet eğilimli
fox tv haber sipikeri fatih portakal geber teröristler allah rahmet eylesin dedi şerefız köpek,şiddet eğilimli
elif ağzının ortasına kürekle vurmak istiyorum seni pislik şırfıntı,şiddet eğilimli
kudurun amk yamyam orospu cocukları sizi,şiddet eğilimli
sen kötulerine layiksin geber,şiddet eğilimli
hepiniz ben amk çocukları lider takımsınız ulan satılmış pezolar allah hepinizin belasını versin kahro,şiddet eğilimli
elin felç olsun gece huzurlu uyuyama yavşak ibne,şiddet eğilimli
bende senin ananı sikerim,şiddet eğilimli
yusufu zaten dovucem aptal bak yine sinir oldum uf shajsjkahssjg,şiddet eğilimli
benimle konuşurken net olmayan insanları öldüresim geliyor,şiddet eğilimli
şerefsiz götveren saçındaki beyazdan utanmıyosun elimde ölüceksin elimde kaypak seni,şiddet eğilimli
iki şehirden nefret ediyorum izmir diğeri balıkesir atom bombası olsa iki atarım djkd,şiddet eğilimli
seni var kancık görmemiş azgın hayvan becermek lazım bura böyleyse senin cezanaldırılman lazım,şiddet eğilimli
kancık kancık hareketler sergiliyorsunuz insanın tepesinin tasını attırıyorsunuz,şiddet eğilimli
kancık köpekler yeriniz cehennemin ta dibi lahın gazabı üzerinize olsun inşallah,şiddet eğilimli
yaşattığınızı yaşamadan ölmeyin inşlah,şiddet eğilimli
Şuan ki saç stilimle memlekete gitsem kesin vururlar beni hiç olmadı abim sakat bırakır sonra dükkana götürür keser..,şiddet eğilimli
,tehdit altında
Sen dua et kadın olmesin o arabanin bedelini çok ağır çıkartırlar bir daha araba alamazsin,tehdit altında
Tm kanka o zaman sen psikoptlığa devam laftan anlıycak bi tipe benzemiyosun ben sana normalde yaklaşsam lafta soksam bi işe yaramıycak sanırım kafatasının içindeki şeyi kaybetmişsin sorry for you daha fazla reply kasma cevap vermiycem arkamdan tivit atarsın büyük ihtimal hjsjsjsj,tehdit altında
Favlamak istiyorum bunu ama 2 gün sonra tasaklarimi kesmelerinden korkuyorum,tehdit altında
Çok mu dövüyon o zaman. Ya ne bileyim orta halli dövsen arada bir acı. Ya da vur mk bi daha mı gelcez dünyaya,tehdit altında
"sadece beş dakika daha yaşamak istedim, bütün öldürülen kadınlar gibi.",tehdit altında
"""itmesene lan...""belki de aslında cinayete kurban giden birinin ağzından çıkan cümlelerdir.",tehdit altında
"Bütün insanlar ,insanların derdinde herkes iyise bu ruhsal ölümleri anlamıyorum katil olmayı çok mu seviyorsunuz",tehdit altında
Herkes üzerine düşeni yapmalı artık. O gençlerin ölüme değil üniversitelere gönderilmesi lazım. ermeni çetesi @HDPgenelmerkezi bu milletin yakasından düşmeli artık. https://t.co/WgIgC2HBkc,tehdit altında
Bizi tankla tüfekle roketle yenemezler bu gavur hicbir tasin altını boş bırakmıyor. Demem o ki Şeytan imanımızı çalmaya çalışıyor. Bu gavurda aileyi yıkarak ahlaksızlığı meşru göstererek. Turkiyeyi fakirleştirirek köle ülke haline getiriyor.,tehdit altında
@USER hocam bu yavrulara acil ölümsüzlük bulunması lâzım yoksa psikopat bir nesil geliyor ben uyandırayım..,tehdit altında
Suriyeliler konusunda El Muhaberat kazığı burda .Tehlikenin boyutları bu tweette. Suriyeli kardeşleriniz ülke için beladan başka bir şey getirmeyecek .100 milyar dolar gitti böyle giderse bi 100 milyar dolar daha gider.Belkide ülke... https://t.co/ZOx1AihSnj,tehdit altında
"Başından beri söylüyoruz, Suriyeli itleri gönderin topraklarımızdan diye. NİYE HALA BURADALAR?! Gittikçe daha tehlikeli olmaya başladılar. Kendi cahillerimiz bize yeter. #MuhammedNurTutuklansin https://t.co/dMrUqSCEZi",tehdit altında
"#MuhammedNurTutuklansın Suriyeli genç hepsini öldürelim bomba atalım demiş, sizin tek yaptığınız iş öldürmek , insan olun biraz, bu milletin ekmeğini yediniz #AşağıyaBakmayacağız #AşağıyaBakmayacağız #AşağıyaBakmayacağız",tehdit altında
Suriyeli Şahıstan Boğaziçili Öğrencilere Ölüm Tehdidi https://t.co/scJE8c9bSN ---------------------------- #AsağıBakmaycağız #HerYerBogaziciHerYerDirenis #BogaziciDireniyor @YildirimBircan https://t.co/dXeEDTrcFi,tehdit altında
@USER @USER Karamursel Devlet Hastanesinde radyolog izinli olduğu icin bir ay sonrasina ultrason randevusu veriyorlar. Ölmezsek gideriz insallah,tehdit altında
Evladına mama alamaz duruma gelmiş halk Boş boş konuşup duruyorlar Ekonomi kimin elinde Kaynaklar kimin elinde bu ülkede Bunların yaptığını gavur yapmaz,tehdit altında
Ben bu çağdan etimle kemiğimle nefret ettim ''Anne gitme'' diye ağlamasını aldığım son nefese kadar unutmayacağım. Kulağınızda çınlasın Allah binlerce kez belanızı versin. #EmineBulut,tehdit altında
Alına önlemlerden bahsedilmediği sürece şurada #17Agustos1999 görmek istemiyorum. O travmayı tekrar tekrar hatırlatmayın. 😢,tehdit altında
buyrun oylama yapalım varmı bizim insanımızın içinde mülteci akınını savunan herkes bu konudan muzdarip orta ölçekli fabrikada 7 afkan 5 suriye 2 türk var bu konuyu araştırın aynen böyle halkımızda. bu konuda bilinçlenmesi gerekiyor aslında ülkemizin önündeki büyük tehlikedir bu,tehdit altında
Vatanından kaçmış bir vatan haini ülkemizin en zeki öğrencilerini öldürmekle tehdit ediyor. Sonra neden beyin göçü oluyor. Bu kafayla bu ülke Suriyeli vatan hainlerini kalacak.#MuhammedNurTutuklansın https://t.co/ztn5apldyW,tehdit altında
@USER Ceza evinden çıktım içerisi içler acısı insan onuruna karşı her türlü saldırı yapılıyor firar edenlerin haddi hesabı Yok gençlik hapiste bi şekilde suça karıştı diye okadar eziyet edilmez çocuklar kaçıyor bu zulme dayanamıyor cezaları katlanıyor sonuç kaybolup giden hayatlar,tehdit altında
Covid19 yahudi oyunu ile malesef Türkiye'mizdede çok önemli iş adamlarımız.Şehid edildi.yine topluma yön veren haydar baş Döngeloğlu taşçıoglu bazı eski komutanlar çok sır bilen siyasetçiler öldürüldü mason teşkilatları eliyle.asi ile 900 bin sağlıkçı kobay yapıldı.imza ozaydin65 https://t.co/N3Wmgwtd5w,tehdit altında
"Dünyanın birçok ülkesinde insan hakları gaspediliyor.İnsanlık onuru çiğneniyor adeta.İnsan hakları örgütleri de buna sessiz kalıyor Çağın işkence yöntemi; ilaçlarla beyin kimyası ve hormon dengeleri bozularak ölmeden ölüm acıları yaşatan,insanlıkdışı,alçakça bir yöntem **",tehdit altında
@USER @USER Halk ikisini de ister ama bir gerçek var Erdoğan ı kimse istemiyor....Tehlike istikrarsızlık vaad ediyor ellehem ondan..,tehdit altında
Küçük bir kavuşma umudu ve büyük bir kaybetme korkusuyla yaşamak ne zor bir sınav...,tehdit altında
Hepimizin psikolojisi bozuk çok azımız bunun farkında,tehdit altında
"Geçerken, ağladım geçtim; dururken ağladım durdum; Duyan yok, ses veren yok, bin perîşan yurda başvurdum. M.Akif Ersoy(r.a) -Şu sözü ve şiiri Rahmetli Akif'e söyleten dünya ve insanlar bugün de varlar ve ne laf dinliyorlar ne söz hakkı veriyorlar varsa yoksa suçlama,dışlama..",tehdit altında
Hayat acımasız inanmayın Hiç kimseye dayanmayın Aman siz de yanmayın Benim gibi kanmayın Bu devir de ticaret olmaz Dikiş kolay tutulmaz Kazık hiç unutulmaz Gelecek boş yere yakılmaz Paran yoksa bitmişsin İnsanlıktan gitmişsin Hayattan silinmişsin Akıllı ol çamura basma,tehdit altında
bu ve bunun gibi hasta ruhlu insanlarin acilen tedavi olmasi lazim tek kelimeyle igrencsiniz,tehdit altında
"Yabancı uyruklu doktorlar (suriyeli, afgan vb) nedeniyle meğer birçok ölüm olmuş. TUS sınavı olmadan atanabiliyorlarmş. Türkler ise tus ile.neden ölümlere sebebiyet verdikleri anlaşıldı.umarm bu yüzden başka bebekler, canlar yitirilmez..#aliemiricinadalet",tehdit altında
"Rumlar, çirkin provokasyonlarına devam ediyorlar... Güney Kıbrıs Rum Yönetimi’nin Limasol kentinde Irkçı/İslam düşmanı Rumlar tarafından camimize haç resmi çizip, Türklere ölüm tehditleri yazılan alçak saldırıyı şiddetle kınıyoruz. https://t.co/5scKx9W7Av",tehdit altında
"biz kadınlar ne zaman bu ülkede rahatça yaşayacağız? sokağa çıksan sapık peşine takılır, evlensen kocan evde canı sıkılır döver, öldürür. boşansan eski kocan çocuğunun gözü önünde boğazını keser. dünyadaki en zor şey türkiyede kadın olmaktır. #EmineBulut",tehdit altında
"@USER Burada ölen yalnızca bedenimdir ki zaten ölümlüydüölecekti, Ama düşüncemi öldüremeyeceksiniz,",tehdit altında
